,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.34,0.25,0.74,0.27,0.25,0.55,0.46,0.63,0.07,0.0,0.18,0.63
emono.csv,0.34,0.2,0.71,0.23,0.25,0.55,0.48,0.59,0.05,0.03,0.24,0.76
freedom-erp.csv,0.83,0.33,0.95,0.0,0.0,0.0,0.75,0.76,0.0,0.0,0.0,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.33,0.0,0.0
jmoney.csv,0.75,0.24,0.92,0.35,0.4,0.55,0.82,0.74,0.11,0.0,0.26,0.6
jmonkeyengine.csv,0.16,0.16,0.56,0.31,0.5,0.59,0.34,0.0,0.07,0.03,0.28,0.63
jsidplay2.csv,0.5,0.23,0.91,0.27,0.23,0.63,0.76,0.61,0.06,0.0,0.36,0.68
matrex.csv,0.64,0.36,0.88,0.0,0.12,0.68,0.86,0.7,0.0,0.0,0.42,0.67
mediate.csv,0.22,0.14,0.67,0.29,0.24,0.71,0.42,0.55,0.07,0.04,0.4,0.92
mesa3d.csv,0.31,0.14,0.69,0.42,0.42,0.58,0.55,0.68,0.1,0.05,0.35,0.64
pustefix.csv,0.25,0.07,0.75,0.54,0.33,0.59,0.39,0.63,0.02,0.06,0.23,0.68
reaper3d.csv,0.41,0.04,0.85,0.22,0.2,0.67,0.43,0.66,0.18,0.0,0.33,0.7
