,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.98,0.26,0.49,0.43
freelords.csv,0.64,0.21,0.98,0.83
jfreereport.csv,0.41,0.93,0.6,0.75
super-tux.csv,0.61,0.26,0.65,1.0
