,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.97,0.62,0.39,0.32
freelords.csv,0.65,0.49,0.97,0.63
jfreereport.csv,0.44,0.91,0.47,0.44
super-tux.csv,0.0,0.6,0.56,1.0
