,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,1.0,0.16,0.84,0.96
freelords.csv,0.5,0.13,0.99,0.96
jfreereport.csv,0.37,0.99,0.69,0.94
super-tux.csv,0.44,0.16,0.84,1.0
