,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.04,0.65,0.68,0.75
freelords.csv,0.69,0.83,0.04,0.66
jfreereport.csv,0.82,0.11,0.82,0.89
super-tux.csv,1.0,0.62,0.55,0.0
