,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.6,1.0,0.62,0.44,0.2,0.21,0.24,0.43,0.3
e-bio-flow.csv,0.33,0.09,0.49,0.42,0.16,0.14,1.0,0.3,0.0
jmoney.csv,0.97,0.42,0.56,0.47,0.5,0.3,0.43,0.43,0.16
jmonkeyengine.csv,0.15,0.24,0.18,0.19,0.25,0.94,0.29,0.05,0.13
jsidplay2.csv,0.47,0.24,1.0,0.34,0.2,0.26,0.42,0.58,0.15
matrex.csv,0.62,0.27,0.56,0.26,0.29,0.16,0.3,0.99,0.14
piccolo2d.csv,0.32,0.0,0.1,0.13,0.92,0.17,0.47,0.1,0.0
reaper3d.csv,0.19,0.0,0.39,0.49,0.07,0.25,0.2,0.4,1.0
sblim.csv,0.1,0.0,0.1,0.98,0.13,0.0,0.06,0.03,0.0
