,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.5,0.56,0.54,0.57,0.78,0.9,0.71,0.7,0.68
e-bio-flow.csv,0.9,0.88,0.65,0.65,0.71,0.91,0.6,0.95,0.91
jmoney.csv,0.53,0.62,0.46,0.45,0.52,0.67,0.46,0.62,0.82
jmonkeyengine.csv,0.86,0.86,0.88,0.95,0.67,0.81,0.74,0.89,0.86
jsidplay2.csv,0.52,0.75,0.41,0.56,0.45,0.4,0.48,0.54,0.48
matrex.csv,0.41,0.9,0.48,0.88,0.77,0.86,0.67,0.45,0.9
piccolo2d.csv,0.91,0.0,0.67,0.9,0.91,0.8,0.94,0.8,0.0
reaper3d.csv,0.92,0.0,0.83,0.7,0.94,0.83,0.9,0.7,0.88
sblim.csv,0.0,0.0,0.67,0.81,0.5,0.0,0.5,0.5,0.0
