,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.84,0.72,0.61,0.6,0.65,0.12
aime.csv,0.47,0.43,0.21,0.0,0.66,0.04
badtrinitycore.csv,0.0,0.04,0.52,0.83,0.49,0.34
electric-core.csv,0.56,0.67,0.64,0.64,0.61,0.56
geochat.csv,0.52,0.21,0.39,0.07,0.25,0.56
olsrd.csv,0.57,0.76,0.6,0.65,0.56,0.4
