,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.82,0.8,0.48,0.33,0.43,0.14
aime.csv,0.48,0.53,0.18,0.0,0.46,0.06
badtrinitycore.csv,0.0,0.06,0.39,0.51,0.23,0.33
electric-core.csv,0.71,0.79,0.49,0.29,0.32,0.36
geochat.csv,0.57,0.88,0.25,0.04,0.22,0.44
olsrd.csv,0.73,0.83,0.42,0.31,0.3,0.29
