,recall,precision,pf,pci_20,ifa,wins
gtad.csv,0.38,0.465,0.15000000000000002,0.67,1.0,13
jicarilla.csv,0.035,0.05,0.10500000000000001,0.75,19.5,0
jmule.csv,0.69,0.28,0.485,0.45999999999999996,3.5,3
micomt.csv,0.885,0.31,0.83,0.41000000000000003,5.0,1
migen.csv,0.435,0.35,0.26,0.645,1.0,12
mvnforum.csv,0.255,0.3,0.24,0.815,2.5,11
ng4j.csv,0.78,0.365,0.585,0.41000000000000003,3.5,4
open-data-kit.csv,0.67,0.275,0.5,0.515,1.0,5
opennms.csv,0.28,0.21000000000000002,0.215,0.69,3.0,6
ossim.csv,0.33999999999999997,0.2,0.395,0.56,4.5,2
plplot.csv,0.435,0.37,0.25,0.63,3.5,10
qedo.csv,0.135,0.175,0.25,0.875,4.0,7
tradelink.csv,0.41500000000000004,0.315,0.4,0.66,2.0,8
wgs-assembler.csv,0.38,0.37,0.21500000000000002,0.53,1.0,9
