,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.68,0.65,0.61,0.64,0.7,0.67,0.77,0.38,0.65,0.72,0.67,0.52,0.64,0.73,0.58
cornerstone.csv,0.04,0.21,0.53,0.02,0.69,0.67,0.16,0.2,0.42,0.71,0.13,0.19,0.69,0.69,0.0
esmf.csv,0.49,0.66,0.26,0.5,0.56,0.4,0.47,0.32,0.49,0.3,0.64,0.6,0.28,0.24,0.28
frogatto.csv,0.73,0.69,0.68,0.64,0.49,0.63,0.76,0.05,0.67,0.63,0.5,0.0,0.59,0.68,0.66
gretl.csv,0.6,0.57,0.45,0.67,0.67,0.66,0.17,0.62,0.71,0.61,0.62,0.64,0.24,0.76,0.61
kindb.csv,0.75,0.31,0.62,0.61,0.49,0.57,0.76,0.59,0.25,0.0,0.51,0.56,0.47,0.83,0.42
libtorrent.csv,0.33,0.77,0.55,0.68,0.54,0.48,0.17,0.57,0.71,0.43,0.72,0.49,0.67,0.75,0.42
mia.csv,0.55,0.21,0.06,0.45,0.23,0.53,0.16,0.59,0.31,0.29,0.53,0.23,0.0,0.68,0.25
open-beos.csv,0.61,0.56,0.63,0.65,0.66,0.41,0.37,0.43,0.69,0.44,0.52,0.55,0.49,0.69,0.42
pidgin.csv,0.62,0.49,0.47,0.6,0.71,0.57,0.61,0.62,0.57,0.06,0.5,0.6,0.68,0.58,0.49
quantlib.csv,0.68,0.0,0.0,0.0,0.0,0.35,0.09,0.0,0.0,0.0,0.59,0.14,0.0,0.0,0.67
riff-evolve.csv,0.46,0.52,0.63,0.47,0.64,0.62,0.74,0.69,0.35,0.24,0.48,0.69,0.62,0.49,0.2
tokratan.csv,0.64,0.73,0.26,0.62,0.3,0.53,0.74,0.05,0.7,0.62,0.67,0.62,0.36,0.83,0.2
upp-mirror.csv,0.3,0.58,0.66,0.45,0.53,0.33,0.31,0.61,0.35,0.12,0.54,0.45,0.46,0.55,0.69
wxcrp.csv,0.63,0.39,0.46,0.27,0.3,0.54,0.45,0.05,0.61,0.13,0.54,0.05,0.49,0.0,0.4
