,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.37,0.39,0.33,0.36,0.31,0.34,0.47,0.4,0.32,0.45,0.36,0.44,0.37,0.31,0.36
cornerstone.csv,0.5,0.91,0.43,0.8,0.32,0.42,0.81,0.93,0.44,0.39,0.91,0.81,0.39,0.29,0.0
esmf.csv,0.44,0.64,0.83,0.44,0.4,0.36,0.58,0.97,0.44,0.43,0.43,0.54,0.73,0.49,0.39
frogatto.csv,0.35,0.37,0.28,0.36,0.35,0.32,0.46,0.41,0.34,0.39,0.36,0.42,0.43,0.39,0.36
gretl.csv,0.48,0.46,0.37,0.45,0.39,0.47,0.42,0.43,0.4,0.44,0.42,0.43,0.41,0.3,0.5
kindb.csv,0.36,0.75,0.3,0.36,0.47,0.36,0.59,0.35,0.65,0.0,0.42,0.54,0.5,0.3,0.62
libtorrent.csv,0.41,0.4,0.4,0.45,0.38,0.34,0.41,0.46,0.4,0.57,0.38,0.63,0.38,0.42,0.4
mia.csv,0.54,0.94,0.8,0.58,0.87,0.42,0.75,0.83,0.62,0.86,0.52,0.89,0.0,0.42,0.86
open-beos.csv,0.41,0.57,0.36,0.49,0.35,0.53,0.51,0.65,0.38,0.53,0.45,0.52,0.52,0.4,0.42
pidgin.csv,0.47,0.64,0.38,0.51,0.36,0.34,0.48,0.47,0.43,0.83,0.5,0.44,0.42,0.5,0.44
quantlib.csv,0.43,0.42,0.37,0.4,0.37,0.71,0.0,0.0,0.44,0.0,0.39,0.97,0.0,0.44,0.62
riff-evolve.csv,0.59,0.54,0.43,0.58,0.41,0.43,0.56,0.41,0.51,0.8,0.5,0.53,0.42,0.56,0.94
tokratan.csv,0.47,0.39,0.84,0.41,0.36,0.44,0.6,0.41,0.39,0.55,0.36,0.45,0.67,0.38,0.94
upp-mirror.csv,0.88,0.51,0.41,0.57,0.45,0.83,0.97,0.54,0.57,0.67,0.49,0.71,0.58,0.44,0.69
wxcrp.csv,0.47,0.46,0.59,0.41,0.38,0.37,0.46,0.41,0.43,0.41,0.53,0.43,0.48,0.47,0.54
