,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.38,0.4,0.23,0.76,0.48,0.74,0.52,0.13,0.72,0.0,0.02,0.84
avifile.csv,1.0,0.73,0.48,0.0,0.66,0.37,0.71,0.45,0.16,0.38,0.97,0.57,0.83,0.26
delphilhlplib.csv,0.2,0.36,0.3,0.5,0.85,0.65,0.43,0.21,0.76,0.38,0.31,0.0,0.11,0.53
fluidium.csv,0.0,0.27,0.16,0.33,0.06,0.35,0.62,0.0,0.0,0.04,0.0,0.25,0.3,0.0
gnome-jabber.csv,0.0,0.55,0.71,0.13,0.38,0.11,0.43,0.34,0.36,0.44,0.69,0.63,0.7,0.68
ipfilter.csv,0.8,1.0,1.0,0.87,0.98,0.07,0.52,0.82,0.32,0.38,0.9,0.95,0.93,0.32
jparsec.csv,0.2,0.82,0.77,0.6,0.98,0.59,0.76,0.66,0.8,0.69,0.86,1.0,0.96,0.68
loki-lib.csv,0.2,0.91,0.45,1.0,0.47,0.11,0.14,0.18,0.68,0.33,0.69,0.99,0.22,0.42
mumble.csv,0.0,1.0,0.79,1.0,0.92,0.65,0.0,0.58,0.84,0.69,0.31,1.0,0.78,0.0
opengs.csv,0.6,0.55,0.55,0.7,0.55,0.78,0.52,0.39,0.68,0.82,0.38,0.28,0.43,0.53
owfs.csv,1.0,0.55,0.82,0.17,0.51,0.98,0.57,0.74,0.76,0.98,0.93,0.49,0.8,0.95
rectracker.csv,0.8,1.0,0.88,1.0,0.98,1.0,1.0,0.89,0.84,1.0,0.93,1.0,0.8,0.95
rockbox.csv,0.0,0.09,0.36,0.03,0.02,0.22,0.14,0.42,0.4,0.24,0.21,0.15,0.15,0.79
zealos.csv,0.0,0.0,0.02,0.67,0.02,0.0,0.0,0.0,0.0,0.11,0.03,0.01,0.07,0.0
