,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.29,0.34,0.32,0.26,0.21,0.15,0.65,0.45,0.08
gdis.csv,0.92,0.74,0.17,0.21,0.56,0.58,0.58,0.51,0.23
kml.csv,0.33,0.99,0.83,0.25,0.23,0.83,0.93,0.98,0.31
ppcboot.csv,0.79,0.75,0.66,0.29,0.46,0.63,0.64,0.6,0.38
repositorium.csv,0.08,0.07,0.12,0.08,0.56,0.36,0.22,0.55,0.23
rsyslog.csv,0.25,0.79,0.39,0.56,0.18,0.83,0.24,0.16,0.23
ultimairis.csv,0.83,0.97,0.58,0.88,1.0,0.03,0.18,0.98,1.0
wow-qrsk.csv,0.0,0.3,0.27,0.13,0.0,0.0,0.03,0.04,0.08
xbg.csv,0.0,0.04,0.01,0.38,0.28,0.0,0.13,0.25,0.0
