,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.45,0.47,0.4,0.55,0.62,0.65,0.71,0.52,0.55
gdis.csv,0.96,0.76,0.4,0.62,0.59,0.64,0.77,0.63,0.26
kml.csv,0.48,0.99,0.83,0.56,0.34,0.9,0.93,0.98,0.48
ppcboot.csv,0.8,0.75,0.67,0.5,0.48,0.73,0.65,0.61,0.5
repositorium.csv,0.93,0.98,1.0,0.91,0.96,0.37,0.98,1.03,0.76
rsyslog.csv,0.32,0.8,0.46,0.72,0.64,0.83,0.62,0.65,0.42
ultimairis.csv,0.84,0.97,0.61,0.89,1.0,0.73,0.46,0.98,1.0
wow-qrsk.csv,0.92,0.6,0.3,0.65,0.89,1.0,0.98,0.88,0.99
xbg.csv,0.92,0.98,0.99,0.59,0.91,0.91,0.74,0.36,1.0
