,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.66,0.68,0.74,0.54,0.46,0.41,0.59,0.7,0.51
gdis.csv,0.28,0.58,0.67,0.46,0.71,0.64,0.47,0.59,0.86
kml.csv,0.65,0.05,0.5,0.54,0.75,0.41,0.27,0.09,0.64
ppcboot.csv,0.55,0.62,0.69,0.6,0.77,0.56,0.71,0.71,0.67
repositorium.csv,0.1,0.02,0.01,0.12,0.24,0.84,0.05,0.14,0.32
rsyslog.csv,0.8,0.53,0.72,0.52,0.44,0.51,0.47,0.43,0.67
ultimairis.csv,0.49,0.13,0.68,0.4,0.0,0.32,0.61,0.09,0.0
wow-qrsk.csv,0.1,0.51,0.83,0.41,0.13,0.0,0.02,0.15,0.02
xbg.csv,0.1,0.02,0.01,0.55,0.17,0.11,0.32,0.75,0.0
