,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.63,0.55,0.44,0.36,0.48,0.65,0.45,0.32,0.47,0.64,0.72,0.34,0.41,0.48
continuum-ide.csv,0.0,0.0,0.89,0.75,0.0,0.86,0.62,0.59,0.0,0.75,0.5,0.91,0.94,0.5
free-evolution.csv,0.92,0.67,0.97,0.7,0.68,0.74,0.8,0.92,0.73,0.93,0.87,0.82,0.93,0.58
gtad.csv,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0
jaxen.csv,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.75,0.0,0.5,0.0,0.5,0.0,0.0
jruby.csv,0.52,0.49,0.7,0.64,0.83,0.92,0.45,0.33,0.0,0.64,0.6,0.52,0.48,0.44
jsr308-langtools.csv,0.33,0.39,0.51,0.41,0.73,0.48,0.37,0.29,0.4,0.52,0.46,0.35,0.47,0.5
kaffeine.csv,0.37,0.4,0.42,0.37,0.37,0.37,0.39,0.32,0.36,0.4,0.45,0.35,0.44,0.38
oorexx.csv,0.51,0.43,0.49,0.53,0.48,0.65,0.48,0.44,0.35,0.46,0.52,0.44,0.52,0.5
qedo.csv,0.0,0.75,0.8,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.83,0.95,0.0,0.88
sarasvati.csv,0.94,0.73,0.89,0.83,0.93,0.83,0.54,0.91,0.85,0.0,0.9,0.75,0.95,0.94
taokgame.csv,0.0,0.0,0.0,0.89,0.42,0.96,0.0,0.5,0.5,0.9,0.0,0.9,0.0,0.0
zabbix.csv,0.37,0.43,0.48,0.42,0.4,0.49,0.43,0.32,0.68,0.58,0.47,0.43,0.47,0.39
