,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.5,0.41,0.55,0.6,0.0,0.4,0.73,0.76,0.37,1.0,0.3,0.5,0.48,0.5
continuum-ide.csv,0.0,0.02,0.0,0.0,0.0,0.2,0.23,1.0,0.0,0.05,0.03,0.0,0.13,0.03
free-evolution.csv,0.5,0.53,0.36,0.8,0.0,0.6,0.23,0.18,0.52,0.27,0.94,0.36,0.11,0.36
gtad.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0
jaxen.csv,0.0,0.02,0.09,0.0,1.0,1.0,0.03,0.12,0.0,0.05,0.0,0.0,0.01,0.0
jruby.csv,0.5,0.73,0.45,0.1,0.0,0.4,0.6,0.88,0.0,0.55,0.55,0.55,1.0,0.81
jsr308-langtools.csv,1.0,0.57,0.55,0.2,0.0,0.6,1.0,0.82,0.51,0.55,0.48,0.41,0.37,0.5
kaffeine.csv,1.0,0.98,0.73,0.9,1.0,1.0,0.97,1.0,1.0,1.0,0.97,1.0,0.99,0.97
oorexx.csv,1.0,0.61,0.64,0.7,1.0,0.2,0.67,0.59,0.62,0.86,0.85,0.64,0.82,0.94
qedo.csv,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.95,0.0,0.19
sarasvati.csv,0.5,0.41,0.82,0.1,1.0,0.2,0.53,0.12,0.17,0.0,0.27,0.0,0.16,0.31
taokgame.csv,0.0,0.0,0.0,0.9,1.0,0.2,0.0,0.06,0.03,0.23,0.0,0.0,0.0,0.0
zabbix.csv,1.0,0.82,0.91,0.6,1.0,0.4,0.9,0.88,1.0,0.64,0.97,0.77,0.6,0.94
