,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.03,0.33,0.69,0.14,0.01,0.59,0.17
glelite.csv,0.97,1.0,1.0,0.89,0.95,0.8,0.97
moving-pictures.csv,0.54,0.33,0.44,0.68,0.2,0.3,0.34
plearn.csv,0.64,0.67,0.15,0.36,0.26,0.72,0.62
re2c.csv,0.34,1.0,0.35,0.68,0.34,0.78,0.38
rebecca-aiml.csv,0.47,0.67,0.78,0.89,0.24,0.85,0.51
xfce.csv,0.56,0.33,0.63,0.64,0.66,0.76,0.61
