,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.06,0.5,0.69,0.24,0.01,0.59,0.3
glelite.csv,0.44,0.19,0.69,0.61,0.8,0.39,0.98
moving-pictures.csv,0.45,0.15,0.51,0.69,0.32,0.42,0.51
plearn.csv,0.55,0.19,0.24,0.36,0.4,0.37,0.76
re2c.csv,0.35,0.92,0.46,0.58,0.47,0.52,0.55
rebecca-aiml.csv,0.43,0.21,0.66,0.64,0.38,0.74,0.68
xfce.csv,0.49,0.08,0.59,0.56,0.73,0.39,0.75
