,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.33,0.33,0.52,0.0,0.71,0.56,0.03,0.0,0.0,0.55,0.98,0.05,0.76,1.0,0.11,0.25
fontforge.csv,0.44,0.3,0.43,0.34,0.69,0.44,0.02,0.72,0.13,0.49,0.85,0.09,0.69,0.38,0.08,0.2
glas.csv,0.49,0.39,0.72,0.43,0.69,0.5,0.03,0.48,0.16,0.51,0.88,0.09,0.72,0.53,0.11,0.21
hannosset.csv,0.54,0.26,1.0,0.5,0.67,0.42,0.08,0.45,0.15,0.5,0.86,0.12,0.67,0.55,0.22,0.36
hatari.csv,0.47,0.48,0.62,0.39,0.69,0.48,0.03,0.41,0.13,0.51,0.95,0.1,0.69,0.41,0.1,0.19
jaolt.csv,0.54,0.37,0.72,0.34,0.68,0.49,0.05,0.49,0.23,0.0,0.88,0.07,0.78,0.5,0.05,0.3
ltp.csv,0.45,0.32,0.45,0.4,0.8,0.44,0.0,0.46,0.13,0.5,0.91,0.13,0.67,0.36,0.09,0.25
mia.csv,0.53,1.0,0.48,0.33,0.59,0.55,0.04,0.61,0.09,0.47,0.98,0.26,0.83,0.25,0.0,0.26
net-snmp.csv,0.64,0.41,0.45,0.32,0.68,0.3,0.11,0.41,0.16,0.47,0.8,0.14,0.72,0.41,0.0,0.17
opde.csv,0.45,0.34,0.45,0.57,0.72,0.39,0.05,0.5,0.17,0.0,0.89,0.09,0.73,0.65,0.06,0.19
oppna-program-hsatools.csv,0.52,0.39,0.53,0.36,0.75,0.53,0.02,0.43,0.14,0.49,0.98,0.09,0.75,0.5,0.12,0.16
powerfolder-.csv,0.5,0.49,0.68,0.33,0.6,0.46,0.07,0.48,0.23,0.41,0.87,0.08,0.81,0.4,0.15,0.19
qlc.csv,0.0,0.42,1.0,0.39,0.71,0.59,0.09,0.0,0.21,0.56,1.0,0.09,0.82,0.44,0.17,0.12
quantlib.csv,0.45,0.0,1.0,0.0,0.69,0.0,0.0,0.44,0.0,0.49,0.0,0.5,0.0,0.0,0.0,0.4
tcl.csv,0.38,0.3,0.41,0.33,0.71,0.38,0.0,0.0,0.15,0.66,0.82,0.06,0.71,0.4,0.04,0.2
