,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.13,0.45,0.56,0.4,0.33,0.0,0.51,0.45,0.09,0.24,0.3,0.3
bscwweasel.csv,0.01,0.17,0.17,0.18,0.17,0.2,0.18,0.37,0.11,0.48,0.38,0.04
capcode.csv,0.02,0.58,0.6,0.56,0.06,0.38,0.53,0.18,0.58,0.2,0.0,0.32
emite.csv,0.65,0.32,0.29,0.12,0.28,0.1,0.07,0.11,0.11,0.2,0.0,0.57
lamp.csv,0.04,0.09,0.09,0.34,0.5,0.53,0.41,0.31,0.54,0.26,0.13,0.07
mecat.csv,0.11,0.0,0.06,0.0,0.06,0.1,0.0,0.13,0.0,0.36,0.38,0.04
nodal.csv,0.02,0.66,0.49,0.44,0.56,0.54,0.07,0.21,0.62,0.63,0.64,0.19
pydev.csv,0.29,0.33,0.27,0.47,0.64,0.62,0.28,0.47,0.3,0.61,0.58,0.3
retromenu.csv,0.01,0.34,0.22,0.24,0.61,0.37,0.3,0.13,0.34,0.17,0.0,0.16
smbopensoft.csv,0.8,0.09,0.29,0.64,0.33,0.66,0.67,0.41,0.53,0.44,0.52,0.49
stuproa-cims.csv,0.01,0.0,0.52,0.59,0.69,0.29,0.06,0.45,0.26,0.57,0.7,0.04
thout.csv,0.62,0.49,0.44,0.29,0.57,0.49,0.52,0.45,0.41,0.64,0.57,0.44
