,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.97,0.86,0.79,0.88,0.91,1.0,0.82,0.84,0.98,0.94,0.92,0.92
bscwweasel.csv,0.0,0.16,0.13,0.05,0.04,0.01,0.46,0.33,0.03,0.19,0.07,0.02
capcode.csv,0.03,0.67,0.66,0.63,0.24,0.1,0.41,0.15,0.51,0.2,0.23,0.4
emite.csv,0.41,0.45,0.18,0.26,0.13,0.31,0.08,0.06,0.05,0.22,0.02,0.32
lamp.csv,0.01,0.01,0.01,0.17,0.56,0.61,0.36,0.1,0.38,0.25,0.97,0.02
mecat.csv,0.02,0.01,0.02,0.07,0.04,0.13,0.0,0.1,0.02,0.12,0.05,0.0
nodal.csv,0.0,0.47,0.2,0.2,0.69,0.18,0.05,0.08,0.1,0.48,0.47,0.08
pydev.csv,0.92,0.18,0.1,0.85,0.53,0.73,0.28,0.82,0.32,0.19,0.63,0.32
retromenu.csv,0.0,0.07,0.01,0.11,0.18,0.34,0.31,0.08,0.17,0.04,0.32,0.02
smbopensoft.csv,0.16,0.98,0.92,0.59,0.91,0.56,0.62,0.36,0.81,0.84,0.73,0.82
stuproa-cims.csv,0.01,0.0,0.21,0.21,0.38,0.15,0.03,0.06,0.08,0.38,0.17,0.08
thout.csv,0.6,0.54,0.05,0.02,0.58,0.69,0.38,0.85,0.86,0.46,0.65,0.42
