,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.9,0.68,0.57,0.94,0.51,0.72,0.58,0.49,0.59,0.51,0.61,0.39,0.62,0.06
elateportal.csv,0.14,0.52,0.54,0.31,0.55,0.47,0.27,0.4,0.33,0.54,0.35,0.64,0.46,1.0
gdis.csv,0.0,0.57,0.55,0.69,0.41,0.27,0.46,0.58,0.68,0.7,0.98,0.5,0.4,0.18
gzigzag.csv,0.45,0.3,0.86,0.04,0.0,0.16,0.21,0.0,0.18,0.0,0.31,0.1,0.37,0.0
icescrum.csv,0.41,0.27,0.52,0.04,0.3,0.16,0.3,0.11,0.28,0.29,0.59,0.06,0.96,0.06
jguard.csv,0.26,0.36,0.63,0.41,0.94,0.58,0.63,0.39,0.54,0.62,0.46,0.59,0.62,0.24
jitterbit.csv,0.68,0.97,0.45,0.32,0.2,0.47,0.61,0.11,0.35,0.14,0.41,0.44,0.41,0.82
jython.csv,1.0,0.25,0.43,0.12,0.37,0.37,0.07,0.3,0.34,0.42,0.0,0.1,0.13,0.0
personalaccess.csv,0.0,0.6,0.59,0.83,0.57,0.24,0.48,0.49,1.0,0.59,0.69,0.58,0.57,0.69
ppcboot.csv,0.69,0.59,0.63,0.56,0.51,0.61,0.98,0.4,0.54,0.82,0.41,0.27,0.6,0.51
repositorium.csv,0.59,0.4,0.53,0.09,0.31,0.16,0.57,0.93,0.54,0.43,0.74,0.1,0.5,0.45
unbvision.csv,0.71,0.73,0.45,0.24,0.57,0.98,0.35,0.49,0.5,0.46,0.57,0.17,0.64,0.09
wxstudio.csv,0.15,0.28,0.51,0.26,0.24,0.12,0.26,0.31,0.28,0.14,0.46,0.99,0.19,0.71
xbg.csv,0.32,0.21,0.2,0.24,0.26,0.2,0.02,0.0,0.05,0.9,0.0,0.1,0.13,0.0
