,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.67,0.62,0.93,0.5,0.73,0.69,0.45,0.57,0.5,0.63,0.38,0.89,0.05
elateportal.csv,0.14,0.56,0.52,0.27,0.57,0.43,0.24,0.36,0.29,0.62,0.32,0.65,0.47,1.0
gdis.csv,0.86,0.8,0.97,0.77,0.8,0.9,0.72,0.82,0.83,0.75,0.98,0.51,0.95,0.16
gzigzag.csv,0.5,0.26,0.83,0.03,0.0,0.13,0.18,0.0,0.15,0.0,0.26,0.08,0.32,0.0
icescrum.csv,0.36,0.23,0.48,0.03,0.27,0.13,0.26,0.09,0.24,0.25,0.58,0.05,0.95,0.05
jguard.csv,0.45,0.34,0.69,0.37,0.93,0.57,0.67,0.36,0.55,0.75,0.93,0.68,0.89,0.2
jitterbit.csv,0.64,0.96,0.41,0.3,0.17,0.43,0.66,0.09,0.31,0.12,0.39,0.43,0.37,0.82
jython.csv,1.0,0.22,0.41,0.1,0.37,0.37,0.06,0.27,0.31,0.38,0.0,0.08,0.11,0.0
personalaccess.csv,1.0,0.76,0.9,0.97,0.83,0.97,0.78,0.73,1.0,0.88,0.86,0.65,0.95,0.95
ppcboot.csv,0.64,0.6,0.72,0.53,0.5,0.6,0.98,0.36,0.5,0.88,0.37,0.24,0.79,0.59
repositorium.csv,0.55,0.37,0.55,0.07,0.27,0.13,0.64,0.91,0.65,0.38,0.82,0.08,0.84,0.5
unbvision.csv,0.68,0.83,0.9,0.2,0.8,0.97,0.32,0.45,0.5,0.75,0.6,0.14,0.63,0.07
wxstudio.csv,0.14,0.24,0.48,0.27,0.2,0.1,0.22,0.27,0.24,0.12,0.53,1.0,0.16,0.68
xbg.csv,0.27,0.18,0.17,0.2,0.23,0.17,0.02,0.0,0.04,0.88,0.0,0.08,0.11,0.0
