,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,1.0,0.0,22.0,0.0,1.0,5.0,0.0,7.0,0.0,4.0,1.0,0.0,3.0,2.0
elateportal.csv,2.0,0.0,8.0,3.0,2.0,4.0,0.0,6.0,0.0,4.0,3.0,0.0,8.0,0.0
gdis.csv,1.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,8.0,2.0,3.0
gzigzag.csv,3.0,0.0,0.0,0.0,85.0,4.0,0.0,96.0,0.0,62.0,0.0,1.0,2.0,49.0
icescrum.csv,9.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0
jguard.csv,0.0,8.0,16.0,3.0,0.0,1.0,0.0,14.0,1.0,3.0,0.0,0.0,1.0,1.0
jitterbit.csv,6.0,0.0,0.0,0.0,9.0,7.0,0.0,3.0,3.0,13.0,1.0,0.0,6.0,0.0
jython.csv,0.0,3.0,1.0,2.0,2.0,3.0,0.0,23.0,4.0,4.0,69.0,3.0,1.0,49.0
personalaccess.csv,1.0,1.0,7.0,2.0,7.0,3.0,0.0,24.0,0.0,8.0,2.0,0.0,2.0,1.0
ppcboot.csv,2.0,1.0,1.0,0.0,2.0,7.0,0.0,10.0,0.0,5.0,0.0,0.0,2.0,1.0
repositorium.csv,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
unbvision.csv,2.0,5.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,14.0,2.0,3.0,1.0,0.0
wxstudio.csv,1.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,3.0,10.0,0.0,0.0,3.0,0.0
xbg.csv,5.0,2.0,11.0,3.0,5.0,0.0,0.0,96.0,0.0,0.0,69.0,2.0,3.0,49.0
