,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.61,0.7,0.75,0.63,0.71,0.71,0.58,0.0
jlinalg.csv,0.86,0.36,0.38,0.6,0.66,0.84,0.57,0.0
jmule.csv,0.62,0.71,0.74,0.79,0.78,0.84,0.76,0.86
knowledge.csv,0.81,0.7,0.63,0.46,0.87,0.62,0.52,0.64
massiv.csv,0.15,0.33,0.38,0.0,0.0,0.99,0.12,0.2
ng4j.csv,0.22,0.1,0.65,0.33,0.36,0.76,0.58,0.64
playerstage.csv,0.65,0.63,0.72,0.71,0.75,0.53,0.74,0.0
superwaba.csv,0.58,0.76,0.71,0.6,0.68,0.64,0.67,0.63
