,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.23,0.97,0.23,0.01,0.28
fluent-nhibernate.csv,0.06,0.32,0.59,0.29,0.38,0.64,0.91
geogebra.csv,0.61,0.32,0.68,0.28,0.51,0.67,0.82
hibernate.csv,0.34,0.43,0.09,0.92,0.59,0.59,0.27
jasperreports.csv,0.54,0.53,0.94,0.29,0.49,0.44,0.55
kvs.csv,0.72,0.48,0.61,0.29,0.45,0.6,0.14
phet.csv,0.3,0.64,0.05,0.47,0.39,0.34,0.2
