,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.11,0.4,0.25,0.02,0.27
fluent-nhibernate.csv,0.09,0.22,0.33,0.07,0.36,0.45,0.5
geogebra.csv,0.37,0.25,0.27,0.04,0.42,0.53,0.48
hibernate.csv,0.25,0.26,0.1,0.21,0.5,0.45,0.18
jasperreports.csv,0.37,0.33,0.46,0.09,0.41,0.38,0.17
kvs.csv,0.61,0.31,0.19,0.06,0.36,0.4,0.1
phet.csv,0.33,0.51,0.01,0.06,0.27,0.19,0.05
