,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.49,0.8,0.49,0.46,0.38,0.14,1.0,0.41,0.11,0.76,0.03,1.0,1.0,0.6,0.58
continuum-ide.csv,0.58,1.0,0.68,0.0,0.43,0.09,1.0,0.94,0.3,1.0,0.3,1.0,1.0,0.8,0.63
fleet-simulator.csv,0.68,0.87,0.48,0.62,0.38,0.66,0.54,0.31,0.08,0.84,0.12,0.91,1.0,0.62,0.66
hydrate.csv,0.67,1.0,0.6,0.0,0.42,0.0,0.4,0.39,0.17,0.83,0.21,1.0,1.0,0.56,0.97
ivef-sdk.csv,0.65,0.93,0.48,0.68,0.35,1.0,0.52,0.0,0.08,0.96,0.0,0.89,0.65,0.52,0.25
jmri.csv,0.55,0.89,1.0,0.33,0.39,0.08,0.29,0.36,0.16,0.87,0.17,0.93,0.81,0.52,0.73
kdenlive.csv,1.0,0.93,0.51,0.39,0.42,0.22,0.38,0.32,0.12,0.84,0.14,0.95,1.0,0.56,0.65
mia.csv,0.8,0.83,0.5,0.33,0.26,0.87,0.38,0.0,1.0,0.69,0.0,1.0,0.58,0.38,0.6
ontopia.csv,0.72,0.9,0.45,0.62,0.34,0.66,0.75,0.24,0.09,0.99,0.0,0.82,0.87,0.64,0.55
opentibia.csv,0.66,1.0,0.49,0.57,0.35,0.9,0.5,0.3,0.09,0.84,0.12,0.93,0.85,0.61,0.61
runuomondains.csv,0.92,0.91,0.33,0.64,0.0,0.33,0.0,0.5,0.25,0.67,1.0,0.78,1.0,0.0,0.67
somap.csv,0.64,0.88,0.46,0.6,0.34,0.69,0.52,0.28,0.09,0.84,0.08,1.0,0.95,0.69,0.65
taverna.csv,0.52,0.95,0.47,0.76,1.0,0.5,0.85,0.5,0.08,0.8,0.17,0.86,1.0,0.42,1.0
tigermud.csv,0.64,0.89,0.49,0.62,0.35,0.76,0.52,0.28,0.1,0.85,0.11,0.94,0.93,0.97,0.67
x-ray-mule.csv,0.68,1.0,0.34,1.0,0.28,1.0,0.07,0.5,0.17,0.94,0.0,0.95,0.73,0.7,0.0
