,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.79,0.4,0.67,0.48,0.57,0.98,0.62,0.73,0.49,0.95,0.77,0.67
ctrlr.csv,0.93,0.0,0.88,0.8,0.83,0.0,0.95,0.89,0.92,0.96,0.75,0.83
dvt.csv,0.81,0.53,0.8,0.71,0.93,0.98,0.65,0.83,0.53,0.97,0.92,0.7
flylinkdc.csv,0.68,0.99,0.92,0.66,0.67,0.6,0.66,0.5,0.96,0.72,0.64,0.86
free-evolution.csv,0.42,0.26,0.59,0.57,0.86,0.84,0.68,0.54,0.75,0.95,0.77,0.67
fw4spl.csv,0.75,0.0,0.83,0.95,0.66,0.98,0.69,0.68,0.33,0.56,0.8,0.78
ipfire-wall.csv,0.91,0.56,0.75,0.61,0.0,0.95,0.93,0.56,0.67,0.9,0.92,0.89
ldview.csv,0.65,0.98,0.98,0.83,0.65,0.77,0.67,0.62,0.92,0.89,0.69,0.86
nuttx.csv,0.49,0.27,0.61,0.47,0.55,0.48,0.58,0.45,0.29,0.54,0.53,0.48
uclmda.csv,0.77,0.97,0.98,0.75,0.56,0.97,0.96,0.64,0.26,0.63,0.95,0.83
vdsf.csv,0.43,0.99,0.91,0.58,0.51,0.56,0.46,0.37,0.29,0.47,0.5,0.5
xcf.csv,0.4,0.27,0.59,0.38,0.56,0.47,0.59,0.45,0.31,0.55,0.55,0.5
