,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.75,0.83,0.92,0.8,0.69,0.78,0.83,0.68,0.58,0.12,0.74,0.66
ctrlr.csv,0.9,1.0,0.96,0.93,0.91,1.0,0.1,0.79,0.95,0.76,1.0,0.88
dvt.csv,0.65,0.88,0.68,0.03,0.85,0.9,0.72,0.95,0.6,0.82,0.94,0.68
flylinkdc.csv,0.01,0.86,0.84,0.76,0.77,0.66,0.8,0.56,0.93,0.78,0.72,0.85
free-evolution.csv,0.79,1.0,0.81,0.92,0.76,0.77,0.85,0.58,1.11,0.8,0.04,0.7
fw4spl.csv,0.91,1.0,0.65,0.91,0.85,0.08,0.55,0.96,0.87,0.79,0.57,0.72
ipfire-wall.csv,0.87,0.58,0.84,0.82,1.0,0.83,0.83,0.11,1.05,0.92,0.91,0.78
ldview.csv,0.65,0.86,0.72,0.88,0.05,0.86,0.9,0.6,0.92,1.0,0.77,0.88
nuttx.csv,0.59,1.0,0.03,0.67,0.75,0.57,1.0,0.68,0.21,0.65,0.72,0.58
uclmda.csv,0.8,0.95,0.71,1.0,0.54,0.86,0.43,0.96,0.0,0.68,0.8,0.76
vdsf.csv,0.79,0.12,0.83,0.69,0.8,0.69,0.97,0.92,0.84,0.86,0.83,0.84
xcf.csv,0.68,0.98,0.96,0.59,0.54,0.5,0.65,0.78,0.86,0.61,0.65,0.0
