,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.27,0.49,0.1,0.24,0.33,0.23,0.19,0.33,0.42,0.88,0.27,0.34
ctrlr.csv,0.11,0.0,0.04,0.07,0.1,0.0,0.9,0.22,0.07,0.25,0.0,0.12
dvt.csv,0.41,0.28,0.59,0.98,0.19,0.1,0.62,0.06,0.42,0.21,0.06,0.38
flylinkdc.csv,1.0,0.15,0.17,0.29,0.24,0.42,0.38,0.5,0.13,0.25,0.33,0.16
free-evolution.csv,0.81,1.0,0.58,0.86,0.24,0.27,0.19,0.56,0.01,0.21,0.97,0.34
fw4spl.csv,0.24,0.0,0.63,0.26,0.62,0.92,0.9,0.22,0.77,0.58,0.52,0.38
ipfire-wall.csv,0.14,0.51,0.23,0.21,0.0,0.19,0.19,0.89,0.01,0.08,0.09,0.22
ldview.csv,0.54,0.14,0.3,0.36,1.0,0.21,0.1,0.44,0.08,0.0,0.36,0.25
nuttx.csv,0.57,0.82,0.99,0.4,0.33,0.67,0.05,0.56,0.87,0.62,0.48,0.5
uclmda.csv,0.24,0.05,0.31,0.0,0.76,0.15,0.62,0.22,1.0,0.42,0.21,0.25
vdsf.csv,0.76,0.88,0.21,0.74,0.86,0.48,0.9,1.0,0.91,0.83,0.73,0.66
xcf.csv,0.86,0.99,0.88,0.57,0.76,0.67,0.62,0.5,0.79,0.79,0.52,1.0
