,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.16,0.3,0.96,0.0,0.22,0.03,0.0
ifmo-game-1.csv,0.03,0.0,0.0,1.0,0.0,0.0,0.0
knowledge.csv,1.0,1.0,0.89,1.0,0.89,1.0,0.86
pentahoanalysistool.csv,0.39,0.96,0.04,0.14,0.0,0.19,0.11
projecteqemu.csv,0.53,0.33,0.02,0.43,0.0,0.32,0.92
sumatrapdf.csv,0.77,0.7,0.18,0.43,0.11,0.97,0.89
voms.csv,0.11,0.15,0.0,0.0,0.78,0.16,0.31
