,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.6,0.3,0.54,0.65,0.65,0.75,0.7,0.69,0.81,0.95,0.72,0.77
ctrlr.csv,0.94,0.0,0.8,0.67,0.81,0.86,0.94,0.89,0.3,0.96,0.8,0.8
dvt.csv,0.96,0.64,0.96,0.73,0.92,0.69,0.68,0.91,0.78,0.95,0.95,0.5
flylinkdc.csv,0.68,0.99,0.86,0.59,0.41,0.65,0.74,0.47,0.97,0.59,0.45,0.83
free-evolution.csv,0.91,0.33,0.73,0.68,0.72,0.78,0.89,0.82,0.54,0.95,0.88,0.75
fw4spl.csv,0.96,0.97,0.96,0.98,0.66,0.98,0.86,0.67,0.95,0.96,0.9,0.89
ipfire-wall.csv,0.95,0.77,0.86,0.65,0.83,0.67,0.78,0.59,0.32,0.92,0.94,0.67
ldview.csv,0.54,0.54,0.78,0.66,0.7,0.71,0.9,0.53,0.96,0.95,0.83,0.83
nuttx.csv,0.34,0.31,0.61,0.43,0.83,0.43,0.83,0.52,0.26,0.62,0.65,0.5
uclmda.csv,0.39,0.98,0.84,0.81,0.48,0.46,0.62,0.4,0.26,0.45,0.48,0.52
vdsf.csv,0.41,0.99,0.56,0.63,0.47,0.43,0.45,0.39,0.26,0.41,0.47,0.41
xcf.csv,0.39,0.5,0.62,0.36,0.57,0.44,0.53,0.38,0.41,0.5,0.46,0.48
