,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.32,0.86,1.0,0.56,0.49,0.17,0.2,0.22,0.17,0.0,0.24,0.07
ctrlr.csv,0.16,0.0,0.05,0.03,0.38,0.01,0.0,0.22,0.0,0.15,0.04,0.1
dvt.csv,0.17,0.24,0.18,0.0,0.19,0.39,0.42,0.16,0.33,0.11,0.12,0.83
flylinkdc.csv,0.01,0.06,0.0,0.2,0.22,0.21,0.29,0.27,0.17,0.26,0.33,0.07
free-evolution.csv,0.25,0.8,0.54,0.45,0.35,0.25,0.08,0.22,0.33,0.08,0.01,0.03
fw4spl.csv,0.2,0.02,0.08,0.45,0.54,0.0,0.49,0.49,0.5,0.12,0.05,0.07
ipfire-wall.csv,0.11,0.18,0.21,0.21,0.16,0.26,0.24,0.0,0.0,0.08,0.12,0.0
ldview.csv,0.38,0.31,0.26,0.55,0.03,0.23,0.12,0.27,0.17,0.13,0.32,0.03
nuttx.csv,0.76,0.85,0.05,0.5,0.14,0.88,0.1,0.46,0.83,0.62,0.47,0.57
uclmda.csv,0.8,0.06,0.41,0.19,0.92,0.81,0.51,0.86,0.0,0.64,0.64,0.3
vdsf.csv,0.89,0.0,0.95,0.8,1.0,0.92,1.0,0.97,0.83,0.99,0.97,1.0
xcf.csv,0.57,0.34,0.87,0.43,0.46,0.61,0.42,0.51,0.67,0.47,0.5,0.0
