,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.46,0.42,0.0,0.41,0.4,0.38,0.42,0.32,0.25,0.86,0.34,0.39
ctrlr.csv,0.04,0.0,0.02,0.0,0.12,0.07,0.8,0.07,0.85,0.1,0.04,0.07
dvt.csv,0.26,0.39,0.25,0.98,0.28,0.22,0.17,0.32,0.3,0.2,0.25,0.44
flylinkdc.csv,0.97,0.18,0.05,0.33,0.47,0.44,0.33,0.53,0.25,0.5,0.51,0.15
free-evolution.csv,0.31,0.5,0.63,0.45,0.27,0.39,0.23,0.2,0.48,0.34,0.8,0.11
fw4spl.csv,0.17,0.09,0.17,0.22,0.54,0.93,0.36,0.36,0.14,0.33,0.18,0.26
ipfire-wall.csv,0.26,0.31,0.18,0.28,0.0,0.31,0.22,0.95,0.72,0.05,0.11,0.11
ldview.csv,0.67,0.43,0.31,0.47,0.91,0.48,0.17,0.43,0.18,0.14,0.28,0.19
nuttx.csv,0.56,0.43,0.99,0.68,0.38,0.39,0.0,0.46,0.51,0.47,0.55,0.71
uclmda.csv,0.49,0.0,0.61,0.35,0.29,0.49,0.72,0.43,1.0,0.62,0.59,0.42
vdsf.csv,0.36,0.89,0.21,0.5,0.0,0.29,0.0,0.13,0.5,0.05,0.13,0.0
xcf.csv,0.71,0.57,0.4,0.57,0.52,0.64,0.45,0.73,0.47,0.64,0.63,0.98
