,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.43,0.57,0.56,0.39,0.69,0.35,0.35,0.43,0.36,0.58,0.43,0.69,0.42,0.75,0.38,0.28
chipster.csv,0.82,0.69,0.57,0.42,0.8,0.45,0.45,0.56,0.43,0.48,0.53,0.85,0.71,0.89,0.4,0.48
delphilhlplib.csv,0.38,0.52,0.61,0.42,0.75,0.56,0.77,0.73,0.52,0.63,0.71,0.51,0.46,0.7,0.76,0.65
emite.csv,0.74,0.59,0.57,0.38,0.62,0.62,0.95,0.94,0.47,0.46,0.51,0.55,0.88,0.92,0.58,0.45
hydrate.csv,0.88,0.86,0.95,0.67,0.93,0.83,0.8,0.87,0.58,0.83,0.6,0.5,0.83,0.83,0.39,0.49
ivataopenportal.csv,0.53,0.44,0.39,0.43,0.58,0.4,0.35,0.43,0.43,0.35,0.52,0.44,0.46,0.42,0.48,0.35
jppf-project.csv,0.41,0.47,0.38,0.43,0.5,0.34,0.35,0.41,0.44,0.45,0.44,0.33,0.66,0.4,0.37,0.28
kolmafia.csv,0.33,0.51,0.47,0.39,0.39,0.35,0.33,0.39,0.43,0.37,0.44,0.92,0.58,0.45,0.39,0.32
l2j.csv,0.35,0.44,0.39,0.42,0.41,0.3,0.33,0.37,0.42,0.4,0.37,0.41,0.45,0.43,0.33,0.32
mb-unit.csv,0.44,0.45,0.46,0.65,0.41,0.4,0.43,0.42,0.48,0.58,0.47,0.85,0.42,0.45,0.42,0.3
opde.csv,0.72,0.56,0.49,0.39,0.92,0.51,0.67,0.48,0.44,0.36,0.42,0.64,0.52,0.59,0.4,0.41
pamguard.csv,0.76,0.76,0.63,0.88,0.73,0.45,0.53,0.65,0.48,0.64,0.76,0.55,0.52,0.68,0.71,0.43
quark.csv,0.5,0.96,0.94,0.82,0.0,0.75,0.0,0.67,0.0,0.92,0.5,0.92,0.86,0.88,0.67,0.8
stajistics.csv,0.89,0.8,0.7,0.49,0.93,0.67,0.5,0.56,0.65,0.92,0.71,0.75,0.62,0.63,0.42,0.94
tigermud.csv,0.87,0.58,0.62,0.81,0.43,0.44,0.38,0.63,0.43,0.9,0.5,0.57,0.69,0.58,0.4,0.37
