,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.48,0.36,0.46,0.0,0.28,0.32,0.4,0.99,0.21,0.35,0.0,0.22,0.46,0.27,0.0,0.0
chipster.csv,0.36,0.27,0.95,0.56,0.3,0.53,0.45,0.42,0.61,0.47,0.3,0.27,0.33,0.2,0.58,0.0
delphilhlplib.csv,0.48,0.55,0.41,0.98,0.38,0.56,0.34,0.45,0.48,0.4,0.45,0.51,0.52,0.44,0.3,0.0
emite.csv,0.32,0.44,0.52,0.62,0.36,0.55,0.23,0.37,0.5,0.32,0.42,1.0,0.32,0.24,0.33,0.8
hydrate.csv,0.19,0.19,0.24,0.29,0.12,0.26,0.26,0.23,0.55,0.1,0.17,0.04,0.04,0.2,1.0,0.89
ivataopenportal.csv,0.64,0.48,0.57,0.47,0.96,0.56,0.55,0.62,0.45,0.3,0.55,0.69,0.62,0.69,0.64,0.0
jppf-project.csv,0.37,0.32,0.52,0.65,0.59,0.13,1.0,0.59,0.6,0.47,0.64,0.68,0.53,0.63,0.0,0.0
kolmafia.csv,0.46,0.45,0.49,0.56,0.53,0.56,0.77,0.58,0.95,0.54,0.38,0.19,0.37,0.6,0.6,0.64
l2j.csv,0.49,0.59,0.67,0.0,0.6,0.63,0.68,0.55,0.65,0.55,0.55,0.51,0.98,0.58,0.48,0.68
mb-unit.csv,0.52,0.98,0.52,0.38,0.53,0.54,0.55,0.59,0.46,0.41,0.38,0.19,0.62,0.72,0.6,0.51
opde.csv,0.93,0.5,0.49,0.0,0.2,0.44,0.34,0.56,0.61,0.45,0.45,0.49,0.47,0.54,0.64,0.78
pamguard.csv,0.39,0.44,0.44,0.37,0.45,0.96,0.55,0.48,0.5,0.57,0.5,0.58,0.49,0.29,0.32,0.0
quark.csv,0.05,0.05,0.13,0.23,0.01,0.09,0.0,0.01,0.02,0.93,0.07,0.12,0.05,0.12,0.11,0.0
stajistics.csv,0.24,0.24,0.39,0.45,0.2,0.41,0.43,0.44,0.38,0.1,0.45,0.29,0.37,0.92,0.64,0.0
tigermud.csv,0.4,0.39,0.39,0.33,0.5,0.5,0.57,0.43,0.64,0.27,0.87,0.39,0.36,0.44,0.5,0.71
