,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.36,0.92,0.56,0.72,0.53,0.63,0.93,0.99,0.56,0.21,0.62,0.38,0.72,0.35,0.62,0.01
chipster.csv,0.47,0.91,0.98,0.85,0.59,0.65,0.9,0.92,0.59,0.19,0.6,0.54,0.72,0.26,0.67,0.0
delphilhlplib.csv,0.33,0.85,0.33,0.96,0.51,0.76,0.93,0.9,0.5,0.17,0.57,0.41,0.73,0.26,0.53,0.0
emite.csv,0.3,0.91,0.48,0.78,0.57,0.71,0.9,0.85,0.51,0.11,0.62,1.0,0.82,0.5,0.48,0.02
hydrate.csv,0.5,0.93,0.68,0.87,0.79,0.72,1.0,0.96,0.73,0.17,0.5,0.5,1.0,0.83,1.0,0.03
ivataopenportal.csv,0.45,0.85,0.44,0.75,0.98,0.65,0.92,0.9,0.49,0.2,0.64,0.53,0.77,0.38,0.7,0.0
jppf-project.csv,0.37,0.85,0.41,0.89,0.56,0.64,1.0,0.89,0.58,0.19,0.72,0.51,0.82,0.38,0.63,0.01
kolmafia.csv,0.31,0.91,0.53,0.85,0.55,0.67,0.96,0.9,1.0,0.23,0.67,0.42,0.73,0.52,0.68,0.01
l2j.csv,0.35,0.9,0.52,0.72,0.6,0.69,0.94,0.88,0.7,0.2,0.7,0.43,1.0,0.32,0.67,0.01
mb-unit.csv,0.38,0.99,0.47,0.65,0.55,0.66,0.93,0.9,0.48,0.19,0.63,0.38,0.76,0.41,0.68,0.01
opde.csv,0.92,0.86,0.45,0.74,0.53,0.64,0.93,0.9,0.6,0.21,0.62,0.64,0.71,0.35,0.69,0.02
pamguard.csv,0.36,0.85,0.37,1.0,0.48,1.0,0.94,0.88,0.52,0.32,0.62,0.45,0.7,0.17,0.48,0.0
quark.csv,0.5,0.78,0.44,0.91,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.38,1.0,0.0
stajistics.csv,0.56,0.92,0.46,0.73,0.68,0.73,0.9,0.9,0.62,0.08,0.57,0.33,0.77,1.0,0.71,0.0
tigermud.csv,0.39,0.89,0.41,0.94,0.5,0.61,0.92,0.9,0.6,0.3,0.94,0.48,0.76,0.39,0.62,0.01
