,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.84,0.7,0.62,1.01,0.79,0.92,0.88,0.05,0.95,0.75,1.0,0.84,0.85,0.79,1.0,1.0
chipster.csv,0.71,0.79,0.06,0.55,0.76,0.69,0.87,0.66,0.65,0.72,0.8,0.79,0.76,0.86,0.66,1.11
delphilhlplib.csv,0.84,0.75,0.83,0.11,0.74,0.56,0.74,0.68,0.79,0.78,0.79,0.81,0.81,0.78,0.84,1.06
emite.csv,0.8,0.65,0.62,0.73,0.73,0.6,0.84,0.79,0.81,0.91,0.87,0.0,0.74,0.8,1.0,0.55
hydrate.csv,0.84,0.84,0.81,0.76,0.9,0.79,0.78,0.82,0.54,0.93,0.89,0.97,0.97,0.83,0.0,0.37
ivataopenportal.csv,0.57,0.84,0.77,0.85,0.04,0.74,0.78,0.7,0.87,0.93,0.79,0.57,0.6,0.64,0.61,1.23
jppf-project.csv,0.89,0.92,0.8,0.44,0.65,0.97,0.0,0.69,0.68,0.72,0.55,0.65,0.58,0.58,1.0,1.0
kolmafia.csv,0.85,0.63,0.61,0.55,0.65,0.66,0.42,0.62,0.06,0.64,0.72,0.86,0.74,0.49,0.64,0.74
l2j.csv,0.84,0.58,0.53,1.01,0.58,0.67,0.64,0.74,0.49,0.76,0.6,0.71,0.02,0.71,0.84,0.7
mb-unit.csv,0.67,0.04,0.63,0.87,0.8,0.68,0.66,0.64,0.82,0.74,0.74,0.86,0.65,0.53,0.64,0.83
opde.csv,0.09,0.7,0.66,1.0,0.84,0.72,0.74,0.64,0.64,0.85,0.71,0.58,0.72,0.64,0.64,0.58
pamguard.csv,0.73,0.72,0.76,0.68,0.75,0.05,0.59,0.69,0.76,0.54,0.71,0.7,0.83,0.93,0.91,1.16
quark.csv,0.96,0.97,0.9,0.81,0.99,0.93,1.0,0.99,0.98,0.08,0.94,0.93,0.96,0.9,0.91,1.0
stajistics.csv,0.8,0.81,0.71,0.87,0.83,0.67,0.77,0.68,0.71,0.95,0.79,0.84,0.71,0.1,0.58,1.01
tigermud.csv,0.71,0.7,0.74,0.72,0.83,0.77,0.72,0.68,0.64,0.78,0.17,0.71,0.73,0.66,0.83,0.67
