,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.82,0.17,0.23,1.0,0.23,0.91,0.88,0.05,0.95,0.29,1.0,0.25,0.83,0.19,1.0,1.0
chipster.csv,0.2,0.13,0.01,0.28,0.19,0.52,0.75,0.24,0.56,0.48,0.29,0.15,0.29,0.2,0.53,0.49
delphilhlplib.csv,0.78,0.68,0.58,0.11,0.36,0.3,0.25,0.32,0.64,0.48,0.57,0.72,0.79,0.54,0.42,0.36
emite.csv,0.36,0.24,0.38,0.72,0.25,0.39,0.25,0.43,0.72,0.6,0.86,0.0,0.16,0.09,0.84,0.55
hydrate.csv,0.09,0.07,0.06,0.11,0.03,0.15,0.0,0.05,0.23,0.1,0.24,0.02,0.0,0.01,0.0,0.37
ivataopenportal.csv,0.47,0.81,0.76,0.83,0.02,0.67,0.75,0.68,0.79,0.92,0.76,0.52,0.5,0.62,0.53,0.72
jppf-project.csv,0.89,0.91,0.77,0.22,0.52,0.97,0.0,0.62,0.62,0.48,0.43,0.62,0.29,0.48,1.0,1.0
kolmafia.csv,0.76,0.23,0.28,0.28,0.45,0.52,0.38,0.46,0.0,0.44,0.29,0.18,0.32,0.23,0.53,0.74
l2j.csv,0.8,0.4,0.45,1.0,0.44,0.64,0.62,0.65,0.33,0.69,0.38,0.52,0.0,0.62,0.84,0.7
mb-unit.csv,0.47,0.04,0.39,0.61,0.8,0.52,0.5,0.51,0.64,0.4,0.33,0.2,0.58,0.49,0.53,0.83
opde.csv,0.04,0.47,0.4,1.0,0.16,0.42,0.25,0.46,0.54,0.85,0.43,0.2,0.46,0.43,0.58,0.58
pamguard.csv,0.36,0.42,0.49,0.0,0.5,0.0,0.38,0.43,0.62,0.29,0.52,0.6,0.78,0.57,0.58,0.59
quark.csv,0.02,0.06,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.0,0.05
stajistics.csv,0.09,0.1,0.28,0.83,0.09,0.24,0.5,0.32,0.26,0.21,0.57,0.4,0.25,0.0,0.47,0.17
tigermud.csv,0.31,0.25,0.34,0.06,0.79,0.64,0.62,0.3,0.59,0.13,0.1,0.3,0.26,0.28,0.79,0.67
