,f1,g,recall,precision,pf,wins
alsa.csv,0.5549999999999999,0.6,0.63,0.585,0.39,13
ardour.csv,0.53,0.575,0.5449999999999999,0.595,0.23,15
arianne.csv,0.635,0.175,0.975,0.51,0.955,1
bacnet.csv,0.475,0.565,0.54,0.625,0.28,12
cortex-vfx.csv,0.46499999999999997,0.485,0.44999999999999996,0.61,0.25,4
emeraldemu.csv,0.325,0.45999999999999996,0.44499999999999995,0.595,0.145,3
fritzing.csv,0.55,0.56,0.585,0.625,0.275,16
gnupdate.csv,0.555,0.53,0.545,0.54,0.39,6
grafx2.csv,0.565,0.5700000000000001,0.605,0.565,0.325,14
gstreamer.csv,0.595,0.53,0.75,0.505,0.6000000000000001,5
keyczar.csv,0.15500000000000003,0.14500000000000002,0.12,0.295,0.275,0
linux-ntfs.csv,0.555,0.58,0.6,0.5549999999999999,0.39,10
multitude.csv,0.6,0.585,0.7949999999999999,0.525,0.685,8
planeshift.csv,0.645,0.555,0.905,0.52,0.785,9
rsyslog.csv,0.63,0.635,0.745,0.58,0.45,18
salasaga.csv,0.47,0.57,0.5700000000000001,0.56,0.385,7
wow-qrsk.csv,0.305,0.32999999999999996,0.28500000000000003,0.6799999999999999,0.07,2
xmoto.csv,0.615,0.565,0.655,0.605,0.37,17
xuggle.csv,0.535,0.61,0.635,0.56,0.415,11
yield.csv,0.65,0.69,0.795,0.55,0.53,19
