,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.78,0.44,0.46,0.42,0.59
minig.csv,0.75,0.46,0.57,0.4,0.69
ossbuild.csv,0.91,0.64,0.67,0.97,0.88
rezilla.csv,0.65,0.39,0.36,0.39,0.46
webdriver.csv,0.84,0.52,0.63,0.49,0.7
