,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.25,0.44,0.35,0.72,0.0
minig.csv,0.05,0.31,0.0,0.58,0.19
ossbuild.csv,0.2,0.15,0.38,0.0,0.03
rezilla.csv,0.05,0.7,0.8,0.64,0.74
webdriver.csv,0.4,0.0,0.24,0.68,0.16
