,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.64,0.37,0.88,0.67,0.92,0.39,0.21,1.0,0.87,0.82,0.5,0.61,0.89,0.85,0.74
glelite.csv,0.82,0.89,0.98,1.0,1.0,0.96,0.89,1.0,0.93,0.98,0.5,1.0,0.96,0.98,0.89
hannosset.csv,0.09,0.0,0.12,1.0,0.12,0.24,0.0,0.0,0.27,0.02,0.83,0.0,0.32,0.22,0.0
ipfilter.csv,0.82,0.52,0.56,1.0,0.96,0.94,0.61,1.0,0.64,0.75,0.67,0.98,0.84,0.78,0.74
moving-pictures.csv,0.27,0.7,0.0,1.0,0.42,0.85,0.57,0.0,0.47,0.49,0.83,0.54,0.29,0.85,0.74
pclasses.csv,0.82,0.37,0.0,0.0,0.62,0.02,0.32,0.0,0.63,0.54,0.17,0.02,0.04,0.2,0.63
pfaedit.csv,0.0,0.56,0.0,0.67,0.75,0.78,0.25,0.0,0.37,0.23,0.83,0.07,0.33,0.34,0.37
qcad2.csv,0.09,0.33,0.51,0.67,0.81,0.91,0.14,0.0,0.49,0.37,0.33,0.52,0.89,0.76,0.32
rockbox.csv,0.55,0.89,0.0,1.0,0.44,0.76,0.32,0.0,0.29,0.26,0.83,0.33,0.21,0.29,0.79
roller.csv,0.73,1.0,0.98,1.0,0.98,0.96,0.96,1.0,0.75,0.75,1.0,0.93,0.9,0.76,0.84
theresa.csv,0.18,0.67,0.27,1.0,0.27,0.7,0.39,0.0,0.45,0.14,0.17,0.46,0.22,0.59,0.37
tzod.csv,0.09,0.59,0.61,0.67,0.46,0.63,0.04,0.0,0.39,0.32,0.17,0.54,0.29,0.59,0.26
xinity.csv,0.73,0.56,0.98,0.0,0.6,0.69,0.82,0.0,0.35,0.71,0.67,0.46,0.75,0.83,0.58
zabbix.csv,0.27,0.63,0.71,1.0,0.71,0.59,0.21,0.0,0.63,0.42,0.5,0.39,0.53,0.78,0.53
