,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.33,0.27,0.49,0.5,0.58,0.78,0.51,0.82,0.75,0.78,0.85
badtrinitycore.csv,1.0,0.99,0.61,0.27,0.82,1.0,0.96,0.81,0.88,0.7,0.82
boost.csv,0.92,0.44,0.73,0.66,0.6,1.01,0.78,0.7,0.47,0.66,0.71
electric-core.csv,0.71,0.6,0.45,0.52,0.55,0.64,0.68,0.68,0.63,0.86,0.71
java-gnome.csv,0.89,0.86,0.9,0.96,0.62,0.24,0.96,0.91,0.76,0.76,0.81
miranda-icq.csv,0.52,1.0,0.52,0.72,0.89,1.0,0.52,0.49,0.63,0.73,0.72
ofbiz.csv,0.64,1.0,0.87,0.82,0.79,0.88,0.91,0.7,0.76,0.5,0.49
olsrd.csv,0.79,0.32,0.67,0.57,0.69,0.98,0.73,0.74,0.57,0.62,0.66
opensim4opencog.csv,0.67,0.43,0.51,0.5,0.52,1.0,0.64,0.65,0.65,0.54,0.69
t-2.csv,0.62,0.82,0.74,0.66,0.83,0.98,0.89,0.42,0.81,0.5,0.7
xcf.csv,0.8,0.37,0.49,0.51,0.79,0.64,0.56,0.87,0.61,0.6,0.38
