,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.26,0.79,0.07,0.01,0.95,0.66,0.67,0.24,0.96
massiv.csv,0.4,0.61,0.15,0.19,1.0,1.0,0.0,0.0,1.0
mesa3d.csv,0.32,0.41,0.08,0.01,0.93,0.62,0.54,0.34,0.96
ngl.csv,0.4,0.59,0.07,0.01,0.94,0.72,0.63,0.26,0.97
nutz.csv,0.59,0.45,0.06,0.01,0.91,0.56,0.49,0.19,0.92
ossim.csv,0.56,0.47,0.16,0.02,1.0,0.54,0.57,0.25,0.94
qmmp.csv,0.41,0.61,0.09,0.01,0.93,0.69,0.78,0.2,0.97
rcp-company-uibindings.csv,0.45,0.67,0.1,0.01,0.96,0.66,0.65,0.27,1.0
v8.csv,0.18,0.43,0.04,0.01,0.99,0.44,0.38,0.21,0.99
