,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.96,0.8,0.61,0.92,0.77,0.36,0.62,1.0,0.92,0.25,0.91,0.37,0.86,0.84,0.77,0.38,0.56
enzo.csv,0.25,0.69,0.48,0.41,0.59,0.14,0.46,0.0,0.91,0.19,0.4,0.15,0.76,0.86,0.45,0.22,0.4
hydrogen.csv,1.0,0.67,0.77,0.8,1.0,0.64,0.73,0.0,1.0,0.27,0.5,0.0,0.86,0.88,0.65,0.44,1.0
keyczar.csv,0.25,0.68,0.48,0.4,0.6,0.14,0.46,0.23,0.8,0.19,0.4,0.15,0.9,0.84,0.45,0.22,0.4
lphant.csv,0.25,0.68,0.48,1.0,0.6,0.41,0.6,0.23,0.8,0.5,0.9,0.0,0.0,0.84,0.45,0.22,0.0
lsb.csv,0.86,0.73,0.56,0.4,0.81,0.14,0.47,0.0,0.9,0.19,0.4,0.15,0.76,0.85,0.5,0.24,0.4
maya-work-in-progress.csv,0.24,0.68,0.49,0.84,0.6,0.21,0.5,0.23,0.8,0.26,0.45,0.27,0.83,0.84,0.45,0.22,0.59
mcore3d.csv,0.54,0.74,0.52,0.44,0.84,0.14,0.48,0.0,0.84,0.19,0.4,0.19,0.76,0.71,0.47,0.37,0.45
mscore.csv,0.18,0.71,0.61,0.77,0.79,0.19,0.54,0.26,0.87,0.21,0.47,0.21,0.86,0.89,0.53,0.33,0.47
natpad.csv,0.21,0.66,0.47,0.7,0.6,0.17,0.54,0.23,0.8,0.25,0.56,0.26,0.84,0.86,0.47,0.22,0.77
rocrail.csv,0.42,0.91,0.52,0.41,0.0,0.14,0.46,0.0,0.93,0.19,0.41,0.15,0.76,1.0,0.63,0.68,0.4
salasaga.csv,0.29,0.67,0.67,0.69,0.0,0.22,0.56,0.0,0.0,0.27,0.0,0.67,0.88,0.0,0.0,0.0,0.76
virtuoso.csv,0.26,0.69,0.48,0.41,0.66,0.14,0.47,0.0,0.83,0.19,0.4,0.15,0.76,0.84,0.47,0.23,0.4
xemeiah.csv,0.56,1.0,0.82,0.84,0.0,0.28,0.73,0.0,0.87,0.24,0.71,0.29,0.75,1.0,0.79,0.7,0.54
xined.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xtreemfs.csv,0.26,0.73,0.49,0.41,0.8,0.14,0.47,0.0,0.88,0.2,0.41,0.15,0.76,0.91,0.53,0.31,0.43
yield.csv,1.0,0.79,0.82,0.51,0.88,0.2,0.58,0.0,0.83,0.2,0.46,0.21,0.81,0.67,0.65,0.45,0.47
