,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.56,0.45,0.42,0.62,0.41,0.46,0.41,0.5,0.36,0.38,0.64,0.47,0.41,0.45,0.42,0.31,0.33
enzo.csv,0.55,0.41,0.44,0.46,0.44,0.5,0.43,0.0,0.35,0.4,0.35,0.53,0.43,0.3,0.38,0.42,0.43
hydrogen.csv,0.82,0.94,0.92,0.8,0.83,0.82,0.73,0.0,0.75,0.64,0.5,0.0,0.86,0.94,0.7,0.47,0.67
keyczar.csv,0.55,0.41,0.44,0.46,0.4,0.51,0.44,0.39,0.43,0.43,0.35,0.53,0.42,0.3,0.38,0.42,0.43
lphant.csv,0.55,0.41,0.44,0.0,0.4,0.5,0.41,0.39,0.43,0.5,0.48,0.0,0.0,0.3,0.38,0.42,0.0
lsb.csv,0.54,0.4,0.42,0.46,0.51,0.5,0.43,0.0,0.36,0.38,0.35,0.53,0.43,0.43,0.35,0.42,0.42
maya-work-in-progress.csv,0.56,0.41,0.43,0.48,0.4,0.49,0.46,0.39,0.43,0.37,0.34,0.37,0.44,0.3,0.38,0.42,0.38
mcore3d.csv,0.92,0.42,0.43,0.48,0.45,0.51,0.44,0.0,0.4,0.38,0.35,0.47,0.43,0.56,0.36,0.43,0.41
mscore.csv,0.66,0.39,0.41,0.48,0.4,0.51,0.44,0.36,0.39,0.38,0.36,0.46,0.42,0.32,0.41,0.34,0.38
natpad.csv,0.58,0.44,0.47,0.9,0.43,0.58,0.54,0.39,0.44,0.46,0.64,0.57,0.6,0.32,0.42,0.42,0.49
rocrail.csv,0.87,0.96,0.41,0.46,0.0,0.51,0.44,0.0,0.47,0.4,0.35,0.53,0.43,0.95,0.39,0.59,0.43
salasaga.csv,0.86,0.67,0.93,0.92,0.0,0.78,0.56,0.0,0.0,0.38,0.0,0.83,0.56,0.0,0.0,0.0,0.6
virtuoso.csv,0.56,0.4,0.42,0.46,0.36,0.51,0.44,0.0,0.4,0.4,0.35,0.53,0.43,0.3,0.36,0.4,0.43
xemeiah.csv,0.96,0.88,0.68,0.58,0.0,0.59,0.52,0.0,0.93,0.34,0.53,0.39,0.45,0.0,0.86,0.9,0.38
xined.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xtreemfs.csv,0.57,0.39,0.43,0.46,0.44,0.51,0.45,0.0,0.45,0.39,0.33,0.53,0.43,0.33,0.35,0.36,0.41
yield.csv,0.8,0.44,0.46,0.47,0.96,0.57,0.44,0.0,0.41,0.39,0.37,0.47,0.43,0.75,0.43,0.36,0.36
