,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.53,0.44,0.7,0.38,0.55,0.62,0.58,0.05,0.65,0.6,0.45,0.57,0.52,0.57,0.75,0.91,0.7
enzo.csv,1.0,0.9,1.0,1.0,0.84,1.0,0.99,0.0,0.94,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
hydrogen.csv,0.38,0.1,0.16,0.12,0.05,0.44,0.28,0.0,0.04,0.3,0.05,0.0,0.12,0.05,0.3,0.64,0.07
keyczar.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.94,1.0,1.0,1.0,1.0
lphant.csv,1.0,1.0,0.95,0.03,1.0,0.56,0.57,1.0,1.0,0.1,0.86,0.0,0.0,1.0,1.0,1.0,0.0
lsb.csv,0.71,0.67,0.81,0.97,0.45,1.0,0.99,0.0,0.86,1.0,1.0,0.96,1.0,0.54,0.93,1.0,0.98
maya-work-in-progress.csv,0.96,1.0,0.98,0.81,1.0,0.88,0.91,1.0,1.0,0.7,0.95,0.57,0.31,1.0,1.0,1.0,0.53
mcore3d.csv,0.16,0.88,0.92,0.97,0.46,0.94,0.96,0.0,0.96,1.0,1.0,0.96,1.0,0.33,0.91,0.91,0.91
mscore.csv,0.56,0.86,0.87,0.75,0.77,1.0,0.94,0.95,0.66,1.0,0.77,0.86,0.65,0.94,0.7,0.95,0.88
natpad.csv,0.82,0.88,0.86,0.22,0.9,0.69,0.78,1.0,0.95,0.6,0.64,0.64,0.44,0.94,0.91,1.0,0.63
rocrail.csv,0.29,0.17,0.98,1.0,0.0,1.0,1.0,0.0,0.41,1.0,1.0,1.0,1.0,0.07,0.7,0.68,1.0
salasaga.csv,0.04,0.02,0.16,0.28,0.0,0.38,0.37,0.0,0.0,0.7,0.0,0.14,0.29,0.0,0.0,0.0,0.44
virtuoso.csv,1.0,0.98,0.95,1.0,0.91,1.0,1.0,0.0,0.96,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
xemeiah.csv,0.31,0.07,0.37,0.5,0.0,0.81,0.73,0.0,0.13,0.9,0.55,0.71,0.31,0.0,0.25,0.32,0.86
xined.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xtreemfs.csv,0.93,0.8,0.98,1.0,0.52,1.0,0.99,0.0,0.55,1.0,0.95,1.0,1.0,0.94,0.95,1.0,1.0
yield.csv,0.11,0.57,0.75,0.94,0.17,0.94,0.93,0.0,0.93,1.0,0.86,0.71,0.79,0.18,0.73,0.86,0.79
