,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.31,0.37,0.56,0.54,0.45,0.49,0.8,0.92
aime.csv,0.4,0.53,0.66,0.67,0.61,0.94,0.99,0.93
badtrinitycore.csv,0.0,0.67,0.64,0.66,0.43,0.37,0.63,0.61
electric-core.csv,0.32,0.51,0.61,0.49,0.46,0.49,0.47,0.44
geochat.csv,0.44,0.44,0.45,0.7,0.94,0.83,0.93,0.67
mumble.csv,0.32,0.45,0.61,0.86,0.39,0.5,0.99,0.65
olsrd.csv,0.31,0.31,0.45,0.44,0.38,0.38,0.41,0.44
t-2.csv,0.45,0.51,0.49,0.43,0.55,0.44,0.75,0.52
