,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.94,0.5,0.97,0.84,0.73,0.98,0.93,0.63,0.94,0.46,0.93,0.53,0.95
delphilhlplib.csv,0.61,0.48,0.76,0.59,0.96,0.53,0.71,0.38,0.43,0.54,0.42,0.73,0.4
esmf.csv,0.41,0.36,0.56,0.66,0.55,0.66,0.54,0.51,0.42,0.43,0.53,0.53,0.41
gbif-indexingtoolkit.csv,0.5,0.4,0.81,0.53,0.88,0.59,0.67,0.5,0.58,0.72,0.56,0.6,0.85
jgameai.csv,0.48,0.92,0.88,0.73,0.5,0.7,0.74,0.83,0.8,0.95,0.76,0.44,0.96
jsecurity.csv,0.57,0.9,0.62,0.85,0.48,0.97,0.46,0.72,0.5,0.45,0.48,0.38,0.9
libopenmetaverse.csv,0.36,0.35,0.42,0.48,0.42,0.38,0.46,0.39,0.36,0.5,0.37,0.41,0.35
mptvseries.csv,0.56,0.77,0.62,0.89,0.69,0.48,0.89,0.0,0.67,0.54,0.67,0.5,0.56
mule.csv,0.45,0.7,0.79,0.48,0.65,0.41,0.88,0.49,0.47,0.5,0.41,0.71,0.68
piccolo2d.csv,0.57,0.9,0.58,0.55,0.95,0.62,0.96,0.46,0.48,0.43,0.43,0.64,0.39
vars-redux.csv,0.36,0.78,0.48,0.55,0.43,0.41,0.46,0.44,0.58,0.49,0.42,0.38,0.43
werx.csv,0.42,0.37,0.41,0.49,0.42,0.42,0.46,0.39,0.36,0.37,0.44,0.35,0.38
