,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.58,0.8,0.78,0.91,0.84,1.0,0.73,0.95,1.0,0.93,0.96,0.97,0.71,0.82,1.0,0.81,0.56,0.83
doomlegacy.csv,0.83,0.2,1.0,0.46,0.87,0.94,0.97,0.48,0.39,0.93,0.82,0.94,0.78,0.65,1.0,0.7,0.8,0.27
elmo.csv,0.61,0.6,0.52,0.52,0.73,0.53,0.78,0.71,0.58,0.71,0.42,0.82,0.65,0.82,0.95,0.67,0.51,0.6
geochat.csv,0.14,0.4,0.4,0.43,0.14,0.08,0.06,0.14,0.3,0.07,0.01,0.0,0.21,0.18,0.32,0.22,0.02,0.6
gpac.csv,0.79,0.6,0.34,0.52,0.23,0.33,0.76,0.62,0.92,0.71,0.33,0.45,0.38,0.53,0.77,0.54,0.49,0.63
illumination.csv,0.0,0.8,0.06,0.59,0.0,0.86,0.03,0.0,0.0,0.57,0.76,0.3,0.0,0.76,1.0,0.0,0.0,0.33
ktc.csv,0.75,0.4,0.65,0.15,0.56,0.33,0.46,0.54,0.42,0.43,0.18,0.55,0.35,0.35,0.45,0.53,0.53,0.37
neoengine.csv,0.51,1.0,0.71,0.48,0.4,0.67,0.76,1.0,0.89,0.71,0.18,0.76,0.76,0.65,0.82,0.71,0.47,0.67
nicepress.csv,0.69,1.0,0.96,0.52,0.79,0.81,0.8,0.91,0.98,0.5,0.58,0.48,0.32,0.47,0.86,0.85,0.69,0.5
omseek.csv,0.37,0.0,0.14,0.04,0.27,0.06,0.15,0.04,0.12,0.36,0.24,0.73,0.04,0.24,0.27,0.21,0.4,0.13
open-ms.csv,0.67,0.2,0.54,0.17,0.57,0.28,0.49,0.07,0.08,0.14,0.1,0.64,0.66,0.41,0.55,0.52,0.58,0.07
pi-qmc.csv,0.33,1.0,0.88,0.72,0.36,0.56,0.52,0.93,0.99,0.43,0.22,0.73,0.72,0.76,0.82,0.71,0.47,0.7
rosegarden.csv,0.85,0.6,0.86,0.39,0.71,0.5,0.69,0.62,0.44,0.36,0.45,0.82,0.84,0.12,0.77,0.83,0.82,0.13
smarttag.csv,0.9,0.4,0.65,0.65,0.71,0.67,0.53,0.43,0.14,0.57,0.84,0.67,0.85,0.65,0.5,0.7,0.58,0.53
sylpheed-claws.csv,0.97,1.0,0.95,0.93,0.93,1.0,0.91,0.7,0.71,0.93,1.0,1.0,0.96,1.0,0.95,1.0,0.78,0.5
tango-cs.csv,0.68,0.8,0.57,0.37,0.78,0.92,0.67,0.41,0.46,0.14,0.55,0.64,0.41,0.53,0.95,0.69,0.56,0.83
xemeiah.csv,0.63,0.2,0.83,0.37,0.62,0.92,0.92,0.75,0.88,0.86,0.79,0.45,0.42,0.0,0.59,0.58,0.87,0.23
zscreen.csv,0.81,0.2,0.67,0.72,0.69,0.75,0.75,0.18,0.24,0.64,0.85,0.76,0.64,0.41,0.23,0.71,0.67,0.43
