,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.51,0.54,0.57,0.93,0.88,0.99,0.24,0.89,0.9,0.9,0.72,0.83,0.77,0.8,1.0,0.78,0.55,0.81
doomlegacy.csv,0.47,0.1,0.98,0.26,0.72,0.64,0.98,0.17,0.17,0.95,0.59,0.72,0.38,0.52,1.0,0.58,0.88,0.33
elmo.csv,0.43,0.34,0.17,0.48,0.66,0.58,0.48,0.62,0.34,0.69,0.51,0.68,0.65,0.65,0.5,0.61,0.45,0.52
geochat.csv,0.39,0.57,0.61,0.48,0.22,0.01,0.14,0.19,0.58,0.08,0.0,0.06,0.27,0.23,0.7,0.31,0.0,0.22
gpac.csv,0.75,0.7,0.2,0.48,0.36,0.3,0.85,0.26,0.84,0.67,0.5,0.32,0.54,0.65,0.71,0.55,0.55,0.58
illumination.csv,0.0,0.94,0.06,0.81,0.0,0.81,0.02,0.0,0.0,0.69,0.64,0.44,0.0,0.12,0.98,0.0,0.0,0.27
ktc.csv,0.25,0.27,0.25,0.07,0.16,0.1,0.27,0.45,0.25,0.33,0.09,0.25,0.04,0.32,0.04,0.31,0.43,0.18
neoengine.csv,0.24,0.96,0.32,0.3,0.2,0.46,0.44,0.91,0.63,0.49,0.12,0.57,0.65,0.6,0.25,0.68,0.39,0.52
nicepress.csv,0.48,0.75,0.9,0.52,0.42,0.22,0.56,0.91,0.94,0.62,0.27,0.28,0.12,0.43,0.91,0.77,0.61,0.4
omseek.csv,0.05,0.03,0.04,0.0,0.03,0.09,0.09,0.02,0.03,0.31,0.1,0.21,0.0,0.15,0.02,0.05,0.39,0.04
open-ms.csv,0.31,0.18,0.35,0.07,0.24,0.1,0.67,0.13,0.02,0.03,0.19,0.4,0.46,0.28,0.34,0.35,0.74,0.08
pi-qmc.csv,0.38,1.0,0.75,0.67,0.3,0.3,0.32,1.0,1.0,0.46,0.29,0.67,0.73,0.75,0.16,0.55,0.48,0.61
rosegarden.csv,0.41,0.42,0.72,0.04,0.25,0.26,0.62,0.4,0.24,0.23,0.32,0.52,0.62,0.18,0.43,0.76,0.87,0.17
smarttag.csv,0.55,0.28,0.35,0.44,0.52,0.39,0.43,0.26,0.05,0.38,0.56,0.52,0.73,0.63,0.09,0.66,0.59,0.44
sylpheed-claws.csv,0.9,1.0,0.87,1.0,0.94,1.0,0.81,0.49,0.3,0.87,1.0,1.0,1.0,0.98,1.0,0.98,0.65,0.35
tango-cs.csv,0.38,0.21,0.25,0.52,0.68,0.62,0.34,0.3,0.29,0.13,0.29,0.36,0.35,0.43,0.59,0.52,0.33,0.64
xemeiah.csv,0.32,0.16,0.68,0.07,0.34,0.62,0.78,0.66,0.72,0.9,0.27,0.17,0.23,0.09,0.23,0.44,0.77,0.17
zscreen.csv,0.59,0.1,0.42,0.19,0.48,0.77,0.67,0.15,0.17,0.69,0.71,0.45,0.62,0.69,0.07,0.63,0.64,0.44
