,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,1.0,5.0,0.0,7.0,2.0,0.0,0.0,23.0,11.0,0.0
gamestone.csv,0.0,0.0,1.0,4.0,16.0,0.0,0.0,7.0,5.0,0.0
gbif-providertoolkit.csv,0.0,59.0,2.0,0.0,0.0,0.0,111.0,5.0,6.0,0.0
heekscad.csv,0.0,18.0,6.0,1.0,16.0,0.0,1.0,18.0,10.0,2.0
igarden.csv,0.0,1.0,0.0,0.0,7.0,0.0,4.0,6.0,12.0,0.0
levent.csv,0.0,8.0,12.0,2.0,5.0,0.0,0.0,30.0,12.0,0.0
owlapi.csv,0.0,59.0,2.0,102.0,9.0,0.0,3.0,0.0,4.0,0.0
pnotepad.csv,5.0,3.0,13.0,4.0,8.0,0.0,0.0,30.0,16.0,0.0
quark.csv,0.0,59.0,126.0,102.0,1.0,71.0,111.0,155.0,0.0,57.0
xcsoar.csv,1.0,11.0,0.0,3.0,0.0,0.0,6.0,11.0,12.0,0.0
