,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.17,0.17,0.49,0.42,0.43,0.13,0.01,0.5,0.62,0.1
gamestone.csv,0.02,0.0,0.14,0.17,0.25,0.04,0.11,0.1,0.25,0.0
gbif-providertoolkit.csv,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.23,0.0
heekscad.csv,0.0,0.38,0.44,0.56,0.39,0.13,0.2,0.44,0.71,0.3
igarden.csv,0.09,0.29,0.1,0.0,0.12,0.3,0.18,0.11,0.77,0.2
levent.csv,0.15,0.19,0.3,0.28,0.28,0.0,0.49,0.37,0.35,0.2
owlapi.csv,0.06,0.0,0.04,0.0,0.16,0.04,0.09,0.0,0.29,0.0
pnotepad.csv,0.72,0.65,0.7,0.99,0.9,0.7,0.76,0.85,0.81,0.1
quark.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.0
xcsoar.csv,0.23,0.25,0.0,0.31,0.37,0.3,0.54,0.25,0.77,0.0
