,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,12.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,65.0,0.0,9.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
apertium.csv,6.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0
beast-mcmc.csv,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,15.0,1.0,2.0,9.0,0.0,0.0,3.0,0.0,4.0,1.0
bigdata.csv,3.0,3.0,1.0,8.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
cuberok.csv,4.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,15.0,1.0,2.0,0.0,0.0,0.0,5.0,8.0,9.0
exist.csv,4.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,14.0,2.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,0.0,4.0,1.0
icescrum.csv,4.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,20.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0
jbasic.csv,1.0,1.0,0.0,25.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,4.0,21.0,0.0,0.0,4.0,2.0,0.0,0.0
jgnash.csv,3.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,5.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0
jrefactory.csv,10.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,29.0,0.0,2.0,1.0,8.0,5.0,0.0,1.0,1.0,9.0,0.0,6.0
jsecurity.csv,20.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,24.0,3.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,5.0
libopenmetaverse.csv,7.0,1.0,0.0,11.0,1.0,0.0,1.0,7.0,58.0,0.0,4.0,6.0,6.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0
mobicents.csv,5.0,1.0,4.0,4.0,0.0,0.0,0.0,5.0,15.0,0.0,5.0,2.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
mp-rechnungs-und-kundenverwaltung.csv,30.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,14.0,10.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
opendvr.csv,16.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,54.0,7.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
openefm.csv,22.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,31.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0
sidekar.csv,2.0,6.0,2.0,4.0,0.0,2.0,0.0,3.0,24.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
wheat.csv,1.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,13.0,0.0,5.0,7.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0
wsmt.csv,15.0,0.0,0.0,7.0,0.0,1.0,0.0,56.0,12.0,4.0,2.0,53.0,3.0,2.0,0.0,0.0,0.0,4.0,74.0,0.0
yarp0.csv,1.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,3.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0,2.0
