,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.46,0.46,0.54,0.67,0.65,0.5
ppcboot.csv,0.88,0.95,0.51,1.0,0.98,0.94
simplewebservices.csv,0.81,0.56,0.81,0.47,0.49,0.6
uwom.csv,0.54,0.39,0.58,0.92,0.59,0.3
wow-qrsk.csv,0.6,0.3,0.59,0.97,0.8,0.27
wxstudio.csv,0.83,1.06,0.91,0.37,0.99,1.08
