,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.76,1.01,0.95,0.94,0.93,1.0,0.44,0.7,0.98,0.96,0.82,1.04,0.85,0.83,0.96,0.8,0.93,0.96,0.76,0.79
extprosys.csv,0.74,0.88,0.49,0.95,0.77,0.96,0.79,0.93,0.53,0.88,0.49,1.13,1.0,0.91,0.76,0.7,0.84,0.8,0.79,0.84
freewrl.csv,0.9,0.87,0.96,0.64,0.82,0.8,0.57,0.74,0.64,0.35,0.62,1.05,0.78,0.6,0.87,0.53,0.81,0.93,0.71,0.6
glas.csv,0.53,1.01,0.8,0.93,0.6,0.74,0.95,0.68,0.85,0.96,0.87,1.04,0.58,1.19,0.47,0.79,0.8,0.85,0.64,0.85
ibatisdb.csv,1.0,0.84,0.82,0.66,0.79,0.81,0.67,0.65,0.49,0.93,0.88,0.78,0.77,0.7,0.66,0.27,0.94,0.85,0.66,0.63
japano.csv,1.28,1.0,0.73,0.75,1.0,0.5,0.94,0.85,0.97,1.0,0.81,0.31,0.77,0.92,0.85,0.79,0.85,0.96,0.92,0.64
lockss.csv,0.27,0.67,0.85,0.78,0.76,0.75,0.79,0.46,0.46,1.0,0.58,0.95,0.48,0.44,1.0,0.66,0.97,0.9,0.56,0.86
officefloor.csv,0.59,0.78,0.85,0.81,0.97,0.76,0.65,0.82,0.45,1.0,0.69,1.13,0.57,1.0,0.89,0.6,0.81,0.93,0.72,0.83
opennms.csv,0.44,1.02,0.92,0.4,0.73,0.91,0.76,0.67,0.8,0.72,0.91,0.91,0.62,0.78,0.92,0.89,1.0,0.9,0.94,1.0
papertoolkit.csv,1.15,0.78,0.84,0.81,0.89,0.82,0.7,0.82,0.83,0.9,0.68,0.76,0.93,0.18,0.88,0.89,0.73,0.81,0.73,0.89
primefaces.csv,0.65,0.91,1.0,0.78,0.71,0.81,0.98,0.98,0.99,0.89,0.72,1.0,1.0,0.99,1.0,0.73,0.8,0.3,0.62,0.75
rohxel.csv,0.42,0.48,0.77,0.83,0.53,0.61,0.66,0.66,0.69,0.86,0.58,0.61,0.83,1.04,0.64,0.93,0.98,0.74,0.86,1.0
roller.csv,0.81,0.87,0.99,0.64,0.87,0.76,0.64,0.6,0.71,0.72,0.39,1.01,0.99,0.55,0.52,0.7,0.93,0.71,0.69,0.61
sevenupdate.csv,0.99,0.24,1.0,0.96,1.0,1.0,0.84,0.77,1.0,1.0,1.0,1.0,0.72,0.7,1.0,1.0,1.0,1.0,0.87,1.0
soar.csv,0.62,0.96,1.0,0.85,0.65,1.01,0.77,0.67,0.96,0.85,0.8,1.0,1.0,0.92,1.0,0.87,0.44,0.94,0.87,1.01
web-cat.csv,1.16,0.67,0.85,0.89,0.83,0.77,0.91,0.83,0.76,1.0,0.62,1.02,0.68,0.88,0.99,0.7,0.96,0.76,0.74,0.25
xcf.csv,1.19,0.63,0.63,0.65,0.76,0.85,0.59,0.65,0.69,0.53,0.6,0.35,0.61,0.69,0.55,0.66,0.89,0.83,0.3,0.76
xfce.csv,1.35,0.93,0.96,0.65,0.61,0.64,0.58,0.64,1.0,0.62,0.55,0.5,0.53,0.43,0.76,0.84,0.84,0.77,0.62,0.94
