,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.76,1.0,0.95,0.94,0.91,1.0,0.32,0.49,0.98,0.96,0.61,1.0,0.82,0.83,0.96,0.78,0.92,0.96,0.73,0.77
extprosys.csv,0.74,0.83,0.28,0.95,0.45,0.89,0.07,0.9,0.35,0.88,0.39,1.0,1.0,0.62,0.2,0.7,0.76,0.33,0.7,0.29
freewrl.csv,0.9,0.83,0.96,0.56,0.82,0.67,0.44,0.74,0.63,0.29,0.59,1.0,0.77,0.6,0.85,0.52,0.44,0.93,0.7,0.29
glas.csv,0.53,1.0,0.12,0.92,0.55,0.67,0.93,0.67,0.08,0.96,0.78,1.0,0.45,0.65,0.35,0.76,0.8,0.74,0.47,0.84
ibatisdb.csv,0.09,0.33,0.19,0.34,0.27,0.33,0.31,0.41,0.26,0.08,0.2,0.0,0.69,0.22,0.11,0.18,0.0,0.0,0.03,0.26
japano.csv,0.8,1.0,0.72,0.71,1.0,0.44,0.94,0.8,0.94,1.0,0.59,0.0,0.66,0.92,0.82,0.75,0.76,0.96,0.9,0.58
lockss.csv,0.27,0.0,0.07,0.21,0.36,0.44,0.08,0.34,0.28,0.0,0.1,0.0,0.31,0.28,0.0,0.25,0.04,0.0,0.17,0.16
officefloor.csv,0.59,0.0,0.18,0.21,0.0,0.56,0.38,0.27,0.27,0.0,0.63,1.0,0.43,0.03,0.04,0.43,0.4,0.11,0.0,0.65
opennms.csv,0.44,0.83,0.01,0.23,0.64,0.0,0.18,0.32,0.13,0.17,0.0,0.0,0.35,0.4,0.04,0.09,0.0,0.07,0.23,0.0
papertoolkit.csv,0.58,0.0,0.16,0.19,0.18,0.22,0.14,0.26,0.64,0.17,0.22,0.0,0.0,0.18,0.25,0.07,0.44,0.15,0.47,0.29
primefaces.csv,0.65,0.83,1.0,0.74,0.64,0.78,0.98,0.98,0.99,0.08,0.65,1.0,1.0,0.93,1.0,0.72,0.64,0.22,0.53,0.74
rohxel.csv,0.42,0.17,0.74,0.26,0.36,0.22,0.26,0.17,0.34,0.12,0.14,0.0,0.17,0.3,0.24,0.34,0.64,0.59,0.17,0.0
roller.csv,0.81,0.83,0.99,0.51,0.82,0.67,0.25,0.48,0.71,0.17,0.29,1.0,0.99,0.43,0.36,0.7,0.2,0.59,0.5,0.19
sevenupdate.csv,0.99,0.0,1.0,0.94,1.0,1.0,0.84,0.5,1.0,1.0,1.0,1.0,0.68,0.7,1.0,1.0,1.0,1.0,0.87,1.0
soar.csv,0.62,0.83,1.0,0.79,0.64,1.0,0.6,0.61,0.96,0.42,0.73,1.0,1.0,0.92,1.0,0.87,0.2,0.93,0.83,1.0
web-cat.csv,0.6,0.17,0.78,0.83,0.64,0.67,0.9,0.79,0.75,1.0,0.59,1.0,0.23,0.82,0.98,0.7,0.96,0.67,0.73,0.13
xcf.csv,0.65,0.33,0.47,0.45,0.73,0.67,0.42,0.35,0.67,0.42,0.59,0.0,0.34,0.17,0.53,0.66,0.88,0.07,0.23,0.74
xfce.csv,0.9,0.83,0.96,0.61,0.45,0.44,0.46,0.49,1.0,0.5,0.53,0.0,0.42,0.43,0.73,0.51,0.4,0.63,0.4,0.94
