,recall,precision,pf,cdom,bellwether
3,0.74,0.545,0.45,4.0,turbotrader-bos.csv
9,0.585,0.58,0.455,9.0,rosegarden.csv
20,0.46,0.43,0.35,15.0,panda3d.csv
38,0.39,0.33,0.29,19.0,jcae.csv
1,0.99,0.995,0.99,0.0,benojt.csv
2,1.0,0.6950000000000001,0.39,0.0,emftriple.csv
37,0.585,0.62,0.43500000000000005,1.0,ivef-sdk.csv
