,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.88,0.76,0.6,0.57,0.52,0.39,0.54,0.2,0.31,0.24,0.16
badtrinitycore.csv,0.0,0.04,0.45,0.85,0.35,0.0,0.08,0.35,0.15,0.08,0.28
boost.csv,1.0,0.66,0.83,0.68,0.7,0.02,0.29,0.87,0.68,0.46,0.53
electric-core.csv,0.96,0.91,0.69,0.62,0.74,0.33,0.65,0.85,0.62,0.72,0.66
java-gnome.csv,0.15,0.72,0.12,0.17,0.48,0.77,0.92,0.35,0.79,0.32,0.25
miranda-icq.csv,0.81,0.97,0.68,0.45,0.96,0.05,0.65,0.59,0.46,0.68,0.41
ofbiz.csv,0.88,0.91,0.67,0.7,0.65,0.32,0.79,0.78,0.84,0.75,0.62
olsrd.csv,1.0,0.74,0.54,0.57,0.57,0.14,0.71,0.63,0.39,0.7,0.47
opensim4opencog.csv,0.85,0.65,0.67,0.83,0.52,0.14,0.48,0.67,0.38,0.55,0.34
t-2.csv,0.19,0.51,0.45,0.55,0.39,0.05,0.58,0.66,0.62,0.46,0.72
xcf.csv,0.88,0.69,0.64,0.6,0.26,0.4,0.69,0.94,0.43,0.49,0.81
