,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.31,0.6,0.6,0.54,0.63,0.59,0.3,0.66,0.61
bibletime.csv,0.43,0.6,0.7,0.56,0.53,0.45,0.41,0.45,0.67
flexpay.csv,0.41,0.21,0.05,0.5,0.42,0.13,0.47,0.0,0.34
lufa-lib.csv,0.61,0.35,0.48,0.59,0.43,0.4,0.66,0.0,0.34
nullc.csv,0.71,0.21,0.47,0.27,0.46,0.6,0.39,0.0,0.65
pgui.csv,0.0,0.45,0.0,0.2,0.0,0.63,0.0,0.0,0.0
superwaba.csv,0.67,0.72,0.68,0.59,0.55,0.67,0.34,0.69,0.75
sylpheed-claws.csv,0.0,0.65,0.69,0.53,0.0,0.65,0.0,0.45,0.0
xqilla.csv,0.31,0.31,0.23,0.18,0.33,0.16,0.2,0.99,0.18
